year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,filter_democrat,words
2004,11597,0,-555,0,-555,"An America that offers opportunity, rewards responsibility, and rejoices in diversity.",1,11
2004,11598,0,-555,0,-555,"We have a plan to build a strong, respected America: protecting our people, rebuilding our alliances, and leading the way to a more peaceful and prosperous world.",1,27
2004,11599,0,-555,0,-555,"We have a plan to build a strong, growing economy: creating good jobs, rewarding hard work, and restoring fiscal discipline.",1,20
2004,11600,0,-555,0,-555,"We have a plan to help our people build strong, healthy families: securing quality health care, offering world-class education, and ensuring clean air and water.",1,25
2004,11601,0,-555,0,-555,"And we will honor the values of a strong American community: widening the circle of equality, protecting the sanctity of freedom, and deepening our commitment to this country.",1,28
2004,11602,0,-555,0,-555,"In offering this vision, we affirm our faith in the greatness of America.",1,13
2004,11603,0,-555,0,-555,"We recommit to the ideal of a people united in helping one another, an ideal as old as the faiths we follow and as great as the country we love.",1,30
2004,11604,0,-555,0,-555,"To those who are threatened, we pledge protection;",1,8
2004,11605,0,-555,0,-555,"to those who are victims, we promise justice;",1,8
2004,11606,0,-555,0,-555,"to those who are hopeless, we offer hope.",1,8
2004,11607,0,-555,0,-555,"And to all Americans who seek a better future for themselves, for their loved ones, and for our country, we say: your cause is our own.",1,26
2004,11608,0,-555,0,-555,That is the America we believe in.,1,7
2004,11609,0,-555,0,-555,That is the America we are fighting for.,1,8
2004,11610,0,-555,0,-555,"That is the America we will build together í one nation, under God, indivisible, with liberty and justice for all.",1,20
2004,11611,0,-555,0,-555,"Alone among nations, America was born in pursuit of an idea í that a free people with diverse beliefs could govern themselves in peace.",1,24
2004,11612,19,1900,19,1900,"For more than a century, America has spared no effort to defend and promote that idea around the world.",1,19
2004,11613,16,1602,16,1602,"And over and over, that effort has been marked by the exercise of American leadership to forge powerful alliances based on mutual respect with longtime allies and reluctant friends;",1,29
2004,11614,16,1602,16,1602,with nations already living in the light of democracy and with peoples struggling to join them.,1,16
2004,11615,16,1600,16,1600,"The might of our alliances, coupled with the strength of our democratic ideals, has been a driving force in the survival and success of freedom í in two World Wars, in the Korean War, in the Cold War, in the Gulf War and in Kosovo.",1,45
2004,11616,16,1602,16,1602,America led instead of going it alone.,1,7
2004,11617,16,1602,16,1602,"We extended a hand, not a fist.",1,7
2004,11618,16,1602,16,1602,We respected the world í and the world respected us.,1,10
2004,11619,16,1609,16,1608,"As Americans, we respect and honor our veterans.",1,8
2004,11620,16,1609,16,1608,We are indebted to all those courageous men and women who have answered our country's call to duty.,1,18
2004,11621,16,1609,16,1608,"Their service and sacrifice, their dedication and love of country advance our cause of freedom and uphold our finest traditions as a nation.",1,23
2004,11622,0,-555,0,-555,That is the America we believe in.,1,7
2004,11623,0,-555,0,-555,That is the America we are fighting for.,1,8
2004,11624,0,-555,0,-555,And that is the America we can be.,1,8
2004,11625,19,1900,19,1900,But the Bush Administration has walked away from more than a hundred years of American leadership in the world to embrace a new í and dangerously ineffective í disregard for the world.,1,32
2004,11626,19,1900,19,1900,They rush to force before exhausting diplomacy.,1,7
2004,11627,19,1900,19,1900,They bully rather than persuade.,1,5
2004,11628,19,1900,19,1900,They act alone when they could assemble a team.,1,9
2004,11629,19,1900,19,1900,They hope for the best when they should prepare for the worst.,1,12
2004,11630,19,1900,19,1900,"Time and again, this Administration confuses leadership with going it alone and engagement with compromise of principle.",1,17
2004,11631,19,1900,19,1900,They do not understand that real leadership means standing by your principles and rallying others to join you.,1,18
2004,11632,19,1900,19,1900,"John Kerry, John Edwards and the Democratic Party believe in a better, stronger America í an America that is respected, not just feared, and an America that listens and leads.",1,30
2004,11633,19,1900,19,1900,"Our vision has deep roots in our Declaration of Independence and Franklin Delano Roosevelt's Four Freedoms, and in the tough-minded tradition of engagement and leadershipíïa tradition forged by Wilson and Roosevelt in two world wars, then championed by Truman and Kennedy during the Cold War.",1,45
2004,11634,19,1900,19,1900,"We believe in an America that people around the world admire, because they know we cherish not just our freedom, but theirs.",1,22
2004,11635,19,1900,19,1900,"Not just our democracy, but their hope for it.",1,9
2004,11636,19,1900,19,1900,"Not just our peace and security, but the world's.",1,9
2004,11637,19,1900,19,1900,"We believe in an America that cherishes freedom, safeguards our people, forges alliances, and commands respect.",1,16
2004,11638,0,-555,0,-555,That is the America we are going to build.,1,9
2004,11639,0,-555,0,-555,Our overriding goals are the same as ever: to protect our people and our way of life;,1,17
2004,11640,19,1900,19,1900,"and to help build a safer, more peaceful, more prosperous, more democratic world.",1,13
2004,11641,19,1927,19,1927,"Today, we face three great challenges above all others í first, to win the global war against terror;",1,18
2004,11642,16,1605,16,1605,"second, to stop the spread of nuclear, biological and chemical weapons; and",1,12
2004,11643,19,1900,19,1900,"third, to promote democracy and freedom around the world, starting with a peaceful and stable Iraq.",1,16
2004,11644,16,1602,16,1602,"To meet these challenges, we need a new national security policy guided by four new imperatives: First, America must launch and lead a new era of alliances for the post-September 11 world.",1,32
2004,11645,16,1604,16,1604,"Second, we must modernize the world's most powerful military to meet the new threats.",1,14
2004,11646,19,1900,19,1900,"Third, in addition to our military might, we must deploy all that is in America's arsenal í our diplomacy, our intelligence system, our economic power, and the appeal of our values and ideas.",1,33
2004,11647,8,803,8,803,"Fourth and finally, to safeguard our freedom and ensure our nation's future, we must end our dependence on Mideast oil.",1,20
2004,11648,19,1927,19,1927,"Today, the Bush Administration is waging a war against a global terrorist movement committed to our destruction with insufficient understanding of our enemy or effort to address the underlying factors that can give rise to new recruits.",1,37
2004,11649,19,1927,19,1927,This war isn't just a manhunt.,1,6
2004,11650,19,1927,19,1927,"We cannot rest until Osama bin Laden is captured or killed, but that day will mark only a victory in the war on terror, not its end.",1,27
2004,11651,19,1927,19,1927,Terrorists like al Qaeda and its affiliates are unlike any adversary our nation has ever known.,1,16
2004,11652,19,1927,19,1927,"We face a global terrorist movement of many groups, funded from different sources with separate agendas, but all committed to assaulting the United States and free and open societies around the globe.",1,32
2004,11653,19,1927,19,1927,"Despite his tough talk, President Bush's actions against terrorism have fallen far short.",1,13
2004,11654,19,1927,19,1927,He still has no comprehensive strategy for victory.,1,8
2004,11655,19,1927,19,1927,"After allowing bin Laden to escape from our grasp at Tora Bora, he diverted crucial resources from the effort to destroy al Qaeda in Afghanistan.",1,25
2004,11656,19,1927,19,1927,His doctrine of unilateral preemption has driven away our allies and cost us the support of other nations.,1,18
2004,11657,19,1927,19,1927,"We must put in place a strategy to win í an approach that recognizes and addresses the many facets of this mortal challenge, from the terrorists themselves to the root causes that give rise to new recruits, and uses all the tools at our disposal.",1,45
2004,11658,19,1927,19,1927,"Agents of terrorism work in the shadows of more than 60 nations, on every continent.",1,15
2004,11659,16,1602,16,1602,"The only possible path to victory will be found in the company of others, not walking alone.",1,17
2004,11660,16,1602,16,1602,"With John Kerry as Commander-in-Chief, we will never wait for a green light from abroad when our safety is at stake, but we must enlist those whose support we need for ultimate victory.",1,33
2004,11661,19,1927,19,1927,Victory in the war on terror requires a combination of American determination and international cooperation on all fronts.,1,18
2004,11662,19,1927,19,1927,"It requires the ability and willingness to direct immediate, effective military action when the capture or destruction of terrorist groups and their leaders is possible;",1,25
2004,11663,16,1603,16,1603,a massive improvement in intelligence gathering and analysis coupled with vigorous law enforcement;,1,13
2004,11664,19,1927,19,1927,a relentless effort to shut down the flow of terrorist funds;,1,11
2004,11665,19,1927,19,1927,a global effort to prevent failed or failing states that can become sanctuaries for terrorists;,1,15
2004,11666,19,1927,19,1927,a sustained effort to deny terrorists any more recruits by conducting effective public diplomacy;,1,14
2004,11667,19,1900,19,1900,"and a sustained political and economic effort to improve education, work for peace, support democracy and extend hope.",1,18
2004,11668,16,1604,16,1604,We will train and equip the military to enhance its capabilities to seek out and destroy terrorists.,1,17
2004,11669,16,1600,16,1600,We will strengthen the capacity of intelligence and law enforcement around the world by forging stronger international coalitions to provide better information and communication.,1,24
2004,11670,16,1603,16,1603,We must also improve our intelligence here at home.,1,9
2004,11671,16,1603,16,1603,"From the failure to uncover the September 11th plot to the deeply misguided reports about Iraq's supposed weapons of mass destruction, we have experienced unprecedented intelligence failures in recent years.",1,30
2004,11672,16,1603,16,1603,We must do what President Bush has refused to do í reform our intelligence system by creating a true Director of National Intelligence with real control of intelligence personnel and budgets.,1,31
2004,11673,16,1603,16,1603,We must train more analysts in languages spoken by terrorists.,1,10
2004,11674,16,1603,16,1603,"And we must break down the old communications barriers between national intelligence and local law enforcement, taking care to fully preserve our liberties.",1,23
2004,11675,12,1201,12,1201,We will move decisively to cut off the flow of terrorist funds.,1,12
2004,11676,12,1201,12,1201,We will impose tough financial sanctions against nations or banks that engage in money laundering or fail to act against it.,1,21
2004,11677,12,1201,12,1201,We will strengthen our anti-money laundering laws to prevent terrorists from using hedge funds and unregulated institutions to finance terror.,1,20
2004,11678,12,1201,12,1201,"We will launch a ""name and shame"" campaign against those that are financing terror.",1,14
2004,11679,12,1201,12,1201,"If nations do not respond, they will be shut out of the U.S. financial system.",1,15
2004,11680,19,1927,19,1927,"And in the specific case of Saudi Arabia, we will put an end to the Bush Administration's kid-glove approach to the supply and laundering of terrorist money.",1,27
2004,11681,16,1619,16,1619,Nowhere is the need for collective endeavor greater than in Afghanistan.,1,11
2004,11682,16,1619,16,1619,The Bush Administration has badly mishandled the war's aftermath.,1,9
2004,11683,16,1619,16,1619,"Two years ago, President Bush promised a Marshall Plan to rebuild that country.",1,13
2004,11684,16,1619,16,1619,"Instead, he has all but turned away from Afghanistan, allowing it to become again a potential haven for terrorists.",1,19
2004,11685,16,1619,16,1619,We must expand NATO forces outside Kabul.,1,7
2004,11686,16,1619,16,1619,We must accelerate training for the Afghan army and police.,1,10
2004,11687,16,1619,16,1619,The program to disarm and reintegrate warlord militias into society must be expedited and expanded into a mainstream strategy.,1,19
2004,11688,16,1619,16,1619,We will attack the exploding opium trade ignored by the Bush Administration by doubling our counter-narcotics assistance to the Karzai Government and reinvigorating the regional drug control program.,1,28
2004,11689,19,1927,19,1927,"Beyond Afghanistan, terrorist attacks from Saudi Arabia and Indonesia to Kenya, Morocco, and Turkey point to a widening network of terrorists targeting this country and our friends.",1,27
2004,11690,19,1927,19,1927,Failed and failing states like Somalia or countries with large areas of limited government control like the Philippines and Indonesia need international help to close down terrorist havens.,1,28
2004,11691,19,1927,19,1927,At the core of this conflict is a fundamental struggle of ideas: democracy and tolerance against those who would use any means and attack any target to impose their narrow views.,1,31
2004,11692,19,1927,19,1927,The war on terror is not a clash of civilizations.,1,10
2004,11693,19,1927,19,1927,It is a clash of civilization against chaos.,1,8
2004,11694,19,1900,19,1900,America needs a major initiative in public diplomacy to support the many voices of freedom in the Arab and Muslim world.,1,21
2004,11695,19,1900,19,1900,"To improve education for the next generation of Islamic youth, we need a cooperative international effort to compete with radical Madrassas.",1,21
2004,11696,19,1900,19,1900,"And we must support human rights groups, independent media, and labor unions dedicated to building a democratic culture from the grassroots up.",1,22
2004,11697,19,1900,19,1900,"Democracy will not blossom overnight, but America should speed its growth by sustaining the forces of democracy against repressive regimes and by rewarding governments that work toward this end.",1,29
2004,11698,16,1605,16,1605,There is no greater threat to American security than the possibility of terrorists armed with weapons of mass destruction.,1,19
2004,11699,16,1605,16,1605,Preventing terrorists from gaining access to these weapons must be our number one security goal.,1,15
2004,11700,16,1605,16,1605,"Containing this massive threat requires American leadership of the highest order í leadership that brings our allies, friends, and partners to greater collaboration and participation í and compels problem states to join and comply with international agreements and abandon their weapons programs.",1,42
2004,11701,16,1605,16,1605,"Unfortunately, this Administration's policies have moved America in the opposite direction.",1,11
2004,11702,16,1605,16,1605,They have weakened international agreements and efforts to enforce non?proliferation instead of strengthening them.,1,14
2004,11703,16,1605,16,1605,They have not done nearly enough to secure existing stockpiles and bomb-making materials.,1,13
2004,11704,16,1605,16,1605,They have failed to take effective steps to stop the North Korean and Iranian nuclear programs.,1,16
2004,11705,16,1605,16,1605,We must change course now.,1,5
2004,11706,16,1605,16,1605,"First, the world should be on notice that we will take every possible measure to defend ourselves against the possibility of attack by unconventional arms.",1,25
2004,11707,16,1605,16,1605,"If such an attack appears imminent, we will do everything necessary to stop it.",1,14
2004,11708,16,1605,16,1605,"If such a strike does occur, we will respond with overwhelming and devastating force.",1,14
2004,11709,16,1605,16,1605,But we should never wait to act until we have no other choice but war.,1,15
2004,11710,16,1605,16,1605,We must build and lead an international consensus for early preventive action to lock up and secure existing weapons of mass destruction and the material to manufacture more.,1,28
2004,11711,16,1605,16,1605,The first step is to safeguard all bomb making material worldwide.,1,11
2004,11712,16,1605,16,1605,"We need to find it, catalog it, and lock it away.",1,11
2004,11713,16,1605,16,1605,Our approach should be simple: treat the nuclear materials that make bombs like they are bombs.,1,16
2004,11714,16,1605,16,1605,"More than a decade after the fall of the Berlin Wall, Russia still has nearly 20,000 nuclear weapons and enough nuclear material to produce 50,000 more.",1,26
2004,11715,16,1605,16,1605,"For most of these weapons and materials, cooperative security upgrades have not been completed.",1,14
2004,11716,16,1605,16,1605,The world is relying on whatever measures Russia has taken on its own.,1,13
2004,11717,16,1605,16,1605,"At the current pace, it will take 13 years to secure potential bomb material in the former Soviet Union.",1,19
2004,11718,16,1605,16,1605,We cannot wait that long.,1,5
2004,11719,16,1605,16,1605,We will do it in four years.,1,7
2004,11720,16,1605,16,1605,We will lead an international coalition to put an end to the production of new materials í highly enriched uranium and plutonium í for use in nuclear weapons.,1,28
2004,11721,16,1605,16,1605,And we will reduce excess stocks of existing nuclear materials and weapons.,1,12
2004,11722,16,1605,16,1605,We will conduct a global cleanout initiative to remove stockpiles of vulnerable highly enriched uranium at research reactors and facilities in dozens of countries around the world within four years.,1,30
2004,11723,16,1605,16,1605,We must show determined leadership to end the nuclear weapons program in North Korea and prevent the development of nuclear weapons in places like Iran.,1,25
2004,11724,16,1605,16,1605,North Korea has sold ballistic missiles and technology in the past.,1,11
2004,11725,16,1605,16,1605,The North Koreans have made it clear to the world í and to the terrorists í that they are open for business and will sell to the highest bidder.,1,29
2004,11726,16,1605,16,1605,"But while this Administration has been fixated on Iraq, the nuclear dangers from North Korea have multiplied.",1,17
2004,11727,16,1605,16,1605,The North Koreans allegedly have made enough new fuel to make six to nine nuclear bombs.,1,16
2004,11728,16,1605,16,1605,"We should maintain the six-party talks, but we must also be prepared to talk directly with North Korea to negotiate a comprehensive agreement that addresses the full range of issues for ourselves and our allies.",1,35
2004,11729,16,1605,16,1605,But we should have no illusions about Kim Jong Il.,1,10
2004,11730,16,1605,16,1605,Any agreement must have rigorous verification and lead to complete and irreversible elimination of North Korea's nuclear weapons program.,1,19
2004,11731,16,1605,16,1605,"Even as we have scoured Iraq for signs of weapons of mass destruction, Iran has reportedly been working to develop them next door.",1,23
2004,11732,16,1605,16,1605,A nuclear-armed Iran is an unacceptable risk to us and our allies.,1,12
2004,11733,16,1605,16,1605,The same is true for other countries that may be seeking nuclear weapons.,1,13
2004,11734,16,1605,16,1605,This is why strengthening the Nuclear Nonproliferation Treaty is so critical.,1,11
2004,11735,16,1605,16,1605,"We must close the loophole that lets countries develop nuclear weapons capabilities under the guise of a peaceful, civilian nuclear power program.",1,22
2004,11736,16,1605,16,1605,We also need to strengthen enforcement and verification and make rigorous inspection protocols mandatory.,1,14
2004,11737,16,1605,16,1605,"We must work with every country to tighten export controls, stiffen penalties, and beef up law enforcement and intelligence sharing.",1,20
2004,11738,16,1605,16,1605,"That way we can make absolutely sure that a disaster like the AQ Khan black market network, which grew out of Pakistan's nuclear program, can never happen again.",1,28
2004,11739,16,1605,16,1605,We must also take steps to reduce tension between India and Pakistan and guard against the possibility of their nuclear weapons falling into the wrong hands.,1,26
2004,11740,19,1900,19,1900,"We know that promoting democracy, human rights, and the rule of law is vital to our long-term security.",1,18
2004,11741,19,1900,19,1900,Americans will be safer in a world of democracies.,1,9
2004,11742,19,1900,19,1900,"We will work with people and non?governmental organizations around the world struggling for freedom, even as we work with their governments to protect our security from weapons of terror.",1,29
2004,11743,19,1925,19,1925,"We will restore America's credibility and commitment as a force for democracy and human rights, starting in Iraq.",1,18
2004,11744,19,1925,19,1925,"We believe that upholding international standards for the treatment of prisoners, wherever they may be held, advances America's national security, the security of our troops, and the values of our people.",1,31
2004,11745,19,1925,19,1925,And we believe torture is unacceptable.,1,6
2004,11746,19,1925,19,1925,"America should abide by its own laws and the treaties it has ratified, including the Geneva Conventions.",1,17
2004,11747,19,1925,19,1925,"We will also support international efforts to address the problem of landmines, while at the same time ensuring that our troops are protected.",1,23
2004,11748,16,1619,16,1619,"More than a year ago, President Bush stood on an aircraft carrier under a banner that proclaimed ""mission accomplished.íñ",1,19
2004,11749,16,1619,16,1619,"But today we know that the mission is not finished, hostilities have not ended, and our men and women in uniform fight almost alone with the target squarely on their backs.",1,31
2004,11750,16,1619,16,1619,"People of good will disagree about whether America should have gone to war in Iraq, but this much is clear: this Administration badly exaggerated its case, particularly with respect to weapons of mass destruction and the connection between Saddam's government and al Qaeda.",1,43
2004,11751,16,1602,16,1602,This Administration did not build a true international coalition.,1,9
2004,11752,16,1619,16,1619,This Administration disdained the United Nations weapons inspection process and rushed to war without exhausting diplomatic alternatives.,1,17
2004,11753,16,1619,16,1619,"Ignoring the advice of military leaders, this Administration did not send sufficient forces into Iraq to accomplish the mission.",1,19
2004,11754,16,1619,16,1619,And this Administration went into Iraq without a plan to win the peace.,1,13
2004,11755,16,1619,16,1619,Now this Administration has been forced to change course in order to correct this fundamental mistake.,1,16
2004,11756,16,1619,16,1619,They are now taking up the suggestions that many Democrats have been making for over a year.,1,17
2004,11757,16,1619,16,1619,"And they must í because having gone to war, we cannot afford to fail at peace.",1,16
2004,11758,16,1619,16,1619,We cannot allow a failed state in Iraq that inevitably would become a haven for terrorists and a destabilizing force in the Middle East.,1,24
2004,11759,16,1619,16,1619,"And we must secure more help from an international community that shares a huge stake in helping Iraq become a responsible member of that community, not a breeding ground for terror and intolerance.",1,33
2004,11760,16,1619,16,1619,"As a first step, we must create a stable and secure environment in Iraq.",1,14
2004,11761,16,1602,16,1602,"To do this right, we must truly internationalize both politically and militarily: we cannot depend on a US-only presence.",1,19
2004,11762,16,1602,16,1602,"Other nations have a vital interest in the outcome, and we must bring them in to commit troops and resources.",1,20
2004,11763,16,1602,16,1602,The Bush Administration has missed three great opportunities to do that.,1,11
2004,11764,16,1602,16,1602,"First, the President broke his promise to build a legitimate coalition in Iraq by exhausting diplomacy before resorting to the use of military force.",1,24
2004,11765,16,1602,16,1602,"Second, when the statue fell in Baghdad, Kofi Annan invited the United States to come to the table to discuss international support í but we rejected his offer.",1,28
2004,11766,16,1602,16,1602,"Third, when the President addressed the United Nations last fall, he once again refused to acknowledge the difficulties we faced in Iraq and failed to elicit support from other nations.",1,30
2004,11767,16,1619,16,1619,"The President has not given our troops the clarity of mission, the equipment or the international support they need and deserve.",1,21
2004,11768,16,1608,16,1608,We have a different approach based on a simple commitment: Troops come first.,1,13
2004,11769,16,1604,16,1604,Our helicopter pilots have flown battlefield missions without the best anti?missile systems.,1,12
2004,11770,16,1604,16,1604,"In a Democratic Administration, that will change.",1,7
2004,11771,16,1604,16,1604,"Too many of our nation's finest troops have died in attacks, because tens of thousands were deployed to Iraq without the best bulletproof vests, and there is a shortage of armored vehicles on the ground.",1,35
2004,11772,16,1604,16,1604,"In a Democratic Administration, that will change.",1,7
2004,11773,16,1612,16,1612,Thousands of National Guardsmen and reservists have been forced to leave their families and jobs for more than a year í with no end in sight í because this Administration ignored the pressing need for a true coalition.,1,38
2004,11774,16,1612,16,1612,"In a Democratic Administration, that will change.",1,7
2004,11775,16,1602,16,1602,"To succeed, America must do the hard work of engaging the world's major political powers in this mission.",1,18
2004,11776,16,1602,16,1602,"We must build a coalition of countries, including the other permanent members of the UN Security Council, to share the political, economic, and military responsibilities of Iraq with the United States.",1,31
2004,11777,16,1602,16,1602,"To win over allies, we must share responsibility with those nations that answer our call, and treat them with respect.",1,20
2004,11778,16,1602,16,1602,"We must lead, but we must listen.",1,7
2004,11779,16,1602,16,1602,The rewards of respect are enormous.,1,6
2004,11780,16,1602,16,1602,We must convince NATO to take on a more significant role and contribute additional military forces.,1,16
2004,11781,16,1619,16,1619,"As other countries, including Muslim majority countries, contribute troops, the United States will be able to reduce its military presence in Iraq, and we intend to do this when appropriate so that the military support needed by a sovereign Iraqi government will no longer be seen as the direct continuation of an American military presence.",1,55
2004,11782,19,1921,19,1921,"Second, we need to create an international High Commissioner to serve as the senior international representative working with the Iraqi government.",1,21
2004,11783,19,1921,19,1921,"This Commissioner should be backed by a newly broadened security coalition and charged with overseeing elections, assisting with drafting a constitution, and coordinating reconstruction.",1,24
2004,11784,19,1921,19,1921,"The Commissioner should be highly regarded by the international community, have the credibility to talk to all the Iraqi people, and work directly with Iraq's interim government, the new U.S. Ambassador, and the international community.",1,35
2004,11785,19,1921,19,1921,"At the same time, U.S. and international policies must take into consideration the best interests of the Iraqi people.",1,19
2004,11786,19,1921,19,1921,"The Iraqi people desperately need financial and technical assistance that is not swallowed up by bureaucracy and no-bid contracts, but instead goes directly into grassroots organizations.",1,26
2004,11787,19,1921,19,1921,"They need to see the tangible benefits of reconstruction: jobs, infrastructure, and services.",1,13
2004,11788,19,1921,19,1921,"They should also receive the full benefits of their own oil production as quickly as possible, so as to rebuild their country and help themselves as individuals, while also reducing the costs of security and reconstruction on the American taxpayer and the cost of gasoline to American consumers.",1,48
2004,11789,19,1921,19,1921,And they need to be able to communicate their concerns to international authorities without feeling they are being disrespected in their own country.,1,23
2004,11790,19,1921,19,1921,America also needs a massive training effort to build Iraqi security forces that can actually provide security for the Iraqi people.,1,21
2004,11791,19,1921,19,1921,It must be done in the field and on the job as well as in the classroom.,1,17
2004,11792,16,1619,16,1619,Units cannot be put on the street without backup from international security forces.,1,13
2004,11793,16,1619,16,1619,"This is a task we must do in partnership with other nations, not just on our own.",1,17
2004,11794,16,1619,16,1619,And this is a task in which we must succeed.,1,10
2004,11795,16,1619,16,1619,If we fail to create viable Iraqi security forces í military and police í there is no successful exit for us and other nations.,1,24
2004,11796,16,1619,16,1619,"The challenges in Iraq are great, but the opportunity is also significant.",1,12
2004,11797,16,1619,16,1619,"Under John Kerry and John Edwards, we will meet those challenges, win the peace in Iraq, and help to create new hope and opportunity for the entire Middle East.",1,29
2004,11798,19,1921,19,1921,U.S. engagement in Africa should reflect its vital significance to U.S. interests and the moral imperative to help a continent struggling with the scourge of HIV/AIDS and under the long shadow of chronic poverty.,1,34
2004,11799,19,1921,19,1921,The HIV/AIDS pandemic in southern and eastern Africa is a massive human tragedy.,1,13
2004,11800,19,1921,19,1921,It is also a security risk of the highest order that threatens to plunge nations into chaos.,1,17
2004,11801,19,1921,19,1921,Chronic and debilitating hunger also threatens the very survival of communities where investment in agriculture has suffered for over a decade.,1,21
2004,11802,19,1921,19,1921,We are committed to bringing the full weight of American leadership to bear against this crisis.,1,16
2004,11803,19,1921,19,1921,"We must also work with the United Nations and Africa's regional organizations to address Africa's persistent, disproportionate share of the world's weak, failing states and chronic armed conflicts, and to promote effective relief efforts when there is a humanitarian crisis í particularly at this moment in Sudan.",1,47
2004,11804,19,1921,19,1921,"We value our deepening economic ties with Africa, including Central and West Africa's rapidly rising position as a major source of non-Gulf oil.",1,23
2004,11805,19,1921,19,1921,We recognize Africa's promise as a trade and investment partner and the importance of trade policies that reduce poverty and promote growth in Africa.,1,24
2004,11806,19,1921,19,1921,We will continue to promote policies to support newly democratic states that have shown a commitment to economic reform and respect for human rights.,1,24
2004,11807,19,1921,19,1921,"In Asia, we must better engage with China to secure Chinese adherence to international trade, non-proliferation and human rights standards.",1,20
2004,11808,19,1921,19,1921,"We are committed to a ""One China"" policy, and will continue to support a peaceful resolution of cross-Straits issues that is consistent with the wishes and best interests of the Taiwanese people.",1,32
2004,11809,19,1921,19,1921,"We must maintain our strong relationship with Japan, and explore new ways to cooperate further.",1,15
2004,11810,19,1921,19,1921,And we will actively seek to enhance relations with our historic ally South Korea in order to advance our collaborative efforts on economic and security issues.,1,26
2004,11811,19,1921,19,1921,"We must also work with our friends, India and Pakistan, in their efforts to resolve longstanding differences.",1,17
2004,11812,16,1602,16,1602,"Throughout the 20th century, America's most trusted and reliable allies were the democracies of Europe;",1,15
2004,11813,16,1602,16,1602,"together, the two sides of the Atlantic ensured that democracy and free markets prevailed against all challenges.",1,17
2004,11814,16,1602,16,1602,"The Bush Administration has allowed the Atlantic partnership to erode, leaving the United States dangerously isolated from its indispensable allies.",1,20
2004,11815,16,1602,16,1602,The Democratic Party is committed to revitalizing the Atlantic partnership.,1,10
2004,11816,16,1602,16,1602,The international goals that the United States pursues will be easier to attain if Europe and America are working together.,1,20
2004,11817,16,1602,16,1602,"We will ensure that NATO remains strong, continuing to consolidate peace in Europe even as the alliance takes on new tasks in Afghanistan and Iraq.",1,25
2004,11818,19,1910,19,1910,We look forward to the evolution of the European Union and to a prosperous and unified Europe that joins the United States in meeting today's security challenges and expanding the global economy.,1,32
2004,11819,19,1921,19,1921,We believe that it is time to create a new Community of the Americas that reflects our close relationship with our regional neighbors.,1,23
2004,11820,19,1921,19,1921,"We will return U.S.-Latin American relations to a place marked by dialogue, consensus and concerted action to address common concerns.",1,20
2004,11821,19,1921,19,1921,"We understand that our collective security and prosperity are furthered by mutual efforts to promote democracy, generate wealth, reduce income disparities, and provide sound environmental stewardship.",1,26
2004,11822,19,1921,19,1921,We are committed to strong and steady support for democratic processes and institutions in our hemisphere.,1,16
2004,11823,19,1921,19,1921,"We believe that democratic governments deserve our support, and that we should exercise our considerable diplomatic and moral force in support of democratically elected leaders.",1,25
2004,11824,19,1921,19,1921,"Mexico has made steady progress toward building a mature democracy, and we will make relations with Mexico a priority in order to best address economic, environmental and social issues of concern.",1,31
2004,11825,19,1921,19,1921,We support effective and peaceful strategies to end the Castro regime as soon as possible and enable the Cuban people to take their rightful place in the democratic Community of the Americas.,1,32
2004,11826,19,1921,19,1921,"We will work with the international community to increase political and diplomatic pressure on the Castro regime to release all political prisoners, support civil society, promote the important work of Cuban dissidents, and begin a process of genuine political reform.",1,40
2004,11827,19,1921,19,1921,Within this framework the Democratic Party supports a policy of principled travel to Cuba that promotes family unity and people-to-people contacts through educational and cultural exchanges.,1,26
2004,11828,19,1921,19,1921,We will seek to reinforce democratic values in Haiti and throughout the Caribbean.,1,13
2004,11829,19,1921,19,1921,"We will support economic development to increase employment and economic opportunity, reducing incentives for emigration by dangerous and life-threatening means.",1,20
2004,11830,19,1921,19,1921,We will increase efforts to combat drug-trafficking throughout the Caribbean and ensure that those involved in bringing drugs into the U.S. are brought to justice.,1,25
2004,11831,19,1921,19,1921,We will assist in combating corruption so that funds made available for development are used appropriately.,1,16
2004,11832,19,1921,19,1921,"The Democratic Party is fundamentally committed to the security of our ally Israel and the creation of a comprehensive, just and lasting peace between Israel and her neighbors.",1,28
2004,11833,19,1921,19,1921,"Our special relationship with Israel is based on the unshakable foundation of shared values and a mutual commitment to democracy, and we will ensure that under all circumstances, Israel retains the qualitative edge for its national security and its right to self-defense.",1,42
2004,11834,19,1921,19,1921,Jerusalem is the capital of Israel and should remain an undivided city accessible to people of all faiths.,1,18
2004,11835,19,1921,19,1921,"Under a Democratic Administration, the United States will demonstrate the kind of resolve to end the Israeli-Palestinian conflict that President Clinton showed.",1,22
2004,11836,19,1921,19,1921,"We will work to transform the Palestinian Authority by promoting new and responsible leadership, committed to fighting terror and promoting democracy.",1,21
2004,11837,19,1921,19,1921,We support the creation of a democratic Palestinian state dedicated to living in peace and security side by side with the Jewish State of Israel.,1,25
