year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,words
2004,15550,3,331,3,331,"We support the emphasis on prevention in the Presidentí´s Emergency Plan for HIV/AIDS relief and endorse its embrace of the successful Ugandan model promoting the íÍABCíñ approach to prevention that encourages abstinence and being faithful to one lifetime partner, along with other behavioral changes intended to eliminate or reduce exposure risk.",51
2004,15551,3,331,3,331,"We support the Presidentí´s Advancing HIV Prevention Initiative that emphasizes routine testing, early diagnosis, ongoing monitoring, and elimination of HIV/AIDS in newborn babies and infants.",25
2004,15552,3,331,3,331,We also support the Presidentí´s efforts to double the amount spent on abstinence-only education and to promote healthy relationships.,19
2004,15553,3,331,3,331,We recognize the unique and special vulnerability of women and girls to HIV infection from abusive and coercive behavior beyond their control and encourage expanded efforts to address this problem through legal and cultural reform.,35
2004,15554,12,1208,12,1208,We also support more efforts to eradicate sex trafficking and prostitution and their underlying causes.,15
2004,15555,3,331,3,331,We support the expansion of programs providing support for those orphaned by HIV/AIDS.,13
2004,15556,3,331,3,331,"We fully support the use of faith-based organizations as partners on the ground in HIV/AIDS relief efforts because they often have the most capability, credibility, and conviction for performing this important work in different communities, regions, and countries.",38
2004,15557,3,331,3,331,We also believe treatment and prevention of drug abuse are essential components of HIV protection.,15
2004,15558,3,331,3,331,We commend the President for his support of the Ryan White CARE Act and call for its reauthorization.,18
2004,15559,3,331,3,331,We believe that ensuring access to treatment must be the priority of HIV/AIDS care programs.,15
2004,15560,3,331,3,331,"The Presidentí´s policy is to provide safe, effective, high quality HIV/AIDS drugs at the lowest possible cost.",17
2004,15561,3,331,3,331,He has accelerated the FDA review process for HIV/AIDS drugs and therapies for use under the Emergency Plan for HIV/AIDS Relief.,21
2004,15562,3,331,3,331,"President Bush led the G-8 in endorsing the establishment of a Global HIV Vaccine Enterprise, a virtual consortium to accelerate HIV vaccine development.",23
2004,15563,3,331,3,331,"The President also announced plans to establish a second HIV Vaccine Research and Development Center in the U.S., in addition to the one at the National Institutes of Health.",29
2004,15564,3,331,3,331,The new center will become a key component of the Global HIV Vaccine Enterprise.,14
2004,15565,21,2105,21,2105,"We welcome greater participation in all aspects of the political process by Americans residing in Guam, the Virgin Islands, American Samoa, the Northern Marianas, and Puerto Rico.",27
2004,15566,21,2105,21,2105,"Since no single approach can meet the needs of those diverse communities, we emphasize respect for their wishes regarding their relationship to the rest of the Union.",27
2004,15567,21,2105,21,2105,"We affirm their right to seek the full extension of the Constitution, with all the rights and responsibilities it entails.",20
2004,15568,21,2105,21,2105,"We support the Native American Samoansí´ efforts to preserve their culture and land-tenure system, which fosters self-reliance and strong extended-family values.",21
2004,15569,21,2105,21,2105,"We support increased local self-government for the United States citizens of the Virgin Islands, and closer cooperation between the local and federal governments to promote private sector-led development and self-sufficiency.",30
2004,15570,21,2105,21,2105,"We recognize that Guam is a strategically vital U.S. territory in the far western Pacific, an American fortress in the Asian region.",22
2004,15571,21,2105,21,2105,"We affirm our support for the patriotic U.S. citizens of Guam to achieve greater local self-government, an improved federal-territorial relationship, new economic development strategies, and continued self-determination as desired with respect to political status.",34
2004,15572,21,2105,21,2105,We support the right of the United States citizens of Puerto Rico to be admitted to the Union as a fully sovereign state after they freely so determine.,28
2004,15573,21,2105,21,2105,We recognize that Congress has the final authority to define the Constitutionally valid options for Puerto Rico to achieve a permanent non-territorial status with government by consent and full enfranchisement.,30
2004,15574,21,2105,21,2105,"As long as Puerto Rico is not a state, however, the will of its people regarding their political status should be ascertained by means of a general right of referendum or specific referenda sponsored by the United States government.",39
2004,15575,9,900,9,900,"The Republican Party supports reforming the immigration system to ensure that it is legal, safe, orderly and humane.",18
2004,15576,9,900,9,900,It also supports measures to ensure that the immigration system is structured to address the needs of national security.,19
2004,15577,9,900,9,900,"America is a stronger and better nation because of the hard work and entrepreneurial spirit of immigrants, and the Republican Party honors them.",23
2004,15578,9,900,9,900,"A growing economy requires a growing number of workers, and President Bush has proposed a new temporary worker program that applies when no Americans can be found to fill the jobs.",31
2004,15579,9,900,9,900,This new program would allow workers who currently hold jobs to come out of the shadows and to participate legally in Americaí´s economy.,23
2004,15580,9,900,9,900,It would allow men and women who enter the program to apply for citizenship in the same manner as those who apply from outside the United States.,27
2004,15581,9,900,9,900,There must be strong workplace enforcement with tough penalties against employees and employers who violate immigration laws.,17
2004,15582,9,900,9,900,We oppose amnesty because it would have the effect of encouraging illegal immigration and would give an unfair advantage to those who have broken our laws.,26
2004,15583,9,900,9,900,"To better ensure that immigrants enter the United States only through legal means that allow for verification of their identity, reconnaissance cameras, border patrol agents, and unmanned aerial flights have all been increased at the border.",36
2004,15584,9,900,9,900,"In addition, Border Patrol agents now have sweeping new powers to deport illegal aliens without having first to go through the cumbersome process of allowing the illegal alien to have a hearing before an immigration judge.",36
2004,15585,9,900,9,900,We support these efforts to enforce the law while welcoming immigrants who enter America through legal avenues.,17
2004,15586,-555,-555,0,-555,"PROTECTING OUR FAMILIES íÍWe are living in a time of great change í in our world, in our economy, in science and medicine.",23
2004,15587,-555,-555,0,-555,"Yet some things endure í courage and compassion, reverence and integrity, respect for differences of faith and race.",18
2004,15588,-555,-555,0,-555,The values we try to live by never change.,9
2004,15589,-555,-555,0,-555,"And they are instilled in us by fundamental institutions, such as families and schools and religious congregations.",17
2004,15590,-555,-555,0,-555,"These institutions, these unseen pillars of civilization, must remain strong in America, and we will defend them.",17
2004,15591,-555,-555,0,-555,"We must stand with our families to help them raise healthy, responsible children.íñ",13
2004,15592,-555,-555,0,-555,íï President George W. Bush Families are the cornerstone of our culture íï the building blocks of a strong society.,20
2004,15593,12,1208,12,1208,"In families, children learn values and ideals, as well as the basic lessons that get them started on a lifelong path of education.",23
2004,15594,12,1208,12,1208,We believe that every child deserves the chance to be born and grow up in a loving family.,18
2004,15595,12,1208,12,1208,"We also believe that while families exist in many different forms, there are ideals to strive for.",17
2004,15596,12,1208,12,1208,Evidence shows us that children have the best chance at success when raised by a mother and a father who love and respect each other as well as their children.,30
2004,15597,12,1208,12,1208,We also know that family breakdown makes America less stable.,10
2004,15598,12,1208,12,1208,"To create a sturdy foundation for the strength and success of our citizens and our nation, Republicans support policies that promote strong families.",23
2004,15599,12,1208,12,1208,We also support a government that makes it easier for parents to raise their children in a world that offers unprecedented opportunities and new challenges.,25
2004,15600,12,1208,12,1208,We offer an approach based on our common values and our common hopes.,13
2004,15601,12,1208,12,1208,"It will lead to a better America, one family at a time.",12
2004,15602,13,1302,13,1302,"In 1996, the Republican Congress made history by passing welfare reform that revolutionized the way the government helps people build better lives for themselves.",24
2004,15603,13,1302,13,1302,"The federal government gave states the flexibility to manage the Temporary Assistance for Needy Families program, and both states and federal authorities began treating welfare as a step up rather than a way of life.",35
2004,15604,13,1302,13,1302,"Since the 1996 Republican-led law, welfare caseloads have declined by half, and nearly three million Americans have been lifted out of poverty.",22
2004,15605,13,1302,13,1302,But there is more work to do.,7
2004,15606,13,1302,13,1302,We need to build on the results of the 1996 reforms and continue to move welfare recipients into jobs and off the welfare rolls.,24
2004,15607,13,1302,13,1302,"This is especially important for single women and mothers, who continue to rely on welfare and fear that they cannot find a job or enter a training program because they need to care for their children.",36
2004,15608,13,1302,13,1302,"We endorse President Bushí´s plan to extend the benefits of welfare reform by strengthening work requirements and promoting healthy marriages, and offering training, transportation, and child care services to help people become self-sufficient.",33
2004,15609,13,1302,13,1302,Every American deserves a chance to know the pride of earning a paycheck and providing for his or her family.,20
2004,15610,13,1302,13,1302,We support the Presidentí´s welfare reform proposals that promote child wellbeing and stronger marriages.,14
2004,15611,12,1208,12,1208,We recognize the importance of having in the home a father and a mother who are married.,17
2004,15612,12,1208,12,1208,"The two-parent family still provides the best environment of stability, discipline, responsibility, and character.",14
2004,15613,12,1208,12,1208,We recognize that fathers play a critical role in providing stability for their children.,14
2004,15614,12,1208,12,1208,Studies show that children are much more likely to do well in school and avoid crime and drugs when they have a responsible father in their lives.,27
2004,15615,12,1208,12,1208,Promoting responsible fatherhood will have long-lasting benefits for families and for communities.,12
2004,15616,12,1208,12,1208,We support President Bushí´s initiatives to reaffirm the important role fathers play in their childrení´s lives and to help men meet the responsibilities of fatherhood.,25
2004,15617,12,1208,12,1208,"We support the Presidentí´s strong efforts to promote adoption through increased tax incentives and bonuses to states that place older children in permanent family homes, as well as his efforts to promote foster care by increasing the allocation of funds for preventive and family services.",45
2004,15618,3,332,3,332,Childrení´s health remains a top priority for every family and for our country.,13
2004,15619,3,332,3,332,"Despite advances in medicine, environmental progress, and increased efforts to keep children safe at home and in communities, alarming trends in overweight children and childhood obesity jeopardize the health of millions of children.",33
2004,15620,3,332,3,332,"Too many of Americaí´s youth do not exercise, are overweight, and have poor dietary habits.",15
2004,15621,3,332,3,332,This leads to complications in childhood and as adults.,9
2004,15622,3,331,3,331,"Five chronic diseases associated with obesity í heart disease, cancer, stroke, chronic obstructive pulmonary disease (such as bronchitis, emphysema, and asthma), and diabetes í account for more than two-thirds of all deaths in the United States.",36
2004,15623,3,331,3,331,"Extensive research, much of it conducted or funded by the federal government, has shown that improving overall health, and thus preventing disease and premature death, is as easy as making small adjustments and improvements in the activities of daily life.",40
2004,15624,3,331,3,331,"We applaud the Presidentí´s effort to increase public awareness about the benefits of physical fitness through programs like íÍHealthierUS,íñ which focuses on physical activity;",24
2004,15625,3,331,3,331,a nutritious diet;,3
2004,15626,3,331,3,331,medical screenings;,2
2004,15627,3,331,3,331,"and healthy choices í and íÍVERB,íñ which encourages young people to be physically active every day.",16
2004,15628,3,331,3,331,"Each year more than three million American teenagers contract sexually transmitted diseases, causing emotional harm and serious health consequences, even death.",21
2004,15629,3,331,3,331,We support efforts to educate teens and parents about the health risks associated with early sexual activity and provide the tools needed to help teens make healthy choices.,28
2004,15630,12,1208,12,1208,"Abstinence from sexual activity is the only protection that is 100 percent effective against out-of-wedlock pregnancies and sexually transmitted diseases, including sexually transmitted HIV/AIDS.",24
2004,15631,12,1208,12,1208,"Therefore, we support doubling abstinence education funding.",7
2004,15632,12,1208,12,1208,"We oppose school-based clinics that provide referrals, counseling, and related services for contraception and abortion.",15
2004,15633,3,333,3,333,We oppose school-based mental health programs that include recommendations for the use of psychotropic drugs.,15
2004,15634,5,508,13,1308,The President and Republicans in Congress are working to provide private-sector workers the same flexible scheduling options that government employees already enjoy.,22
2004,15635,5,508,13,1308,"Now that more families have both parents in the workforce, American workers need more control over their work schedules.",19
2004,15636,5,508,13,1308,More flexibility in the workplace will help Americans to better manage the demands of work and family.,17
2004,15637,5,508,13,1308,And that will make families stronger.,6
2004,15638,5,503,5,503,Comp-time and flex-time enable employees to choose paid time off as an alternative to overtime pay.,16
2004,15639,5,503,5,503,Both of these programs would be voluntary to employees and would include employee protections to prevent employers from coercing or forcing employees to take time off in lieu of receiving overtime pay.,32
2004,15640,15,1525,15,1525,"President Bush created the National Do Not Call Registry, a tool that will help ensure that telemarketers respect the privacy of our nationí´s citizens.",24
2004,15641,15,1525,15,1525,It will allow people to limit most unwanted telemarketing calls by registering their home or cell phone numbers.,18
2004,15642,15,1525,15,1525,"Registration can be completed by phone or over the Internet, and it is free of charge.",16
2004,15643,15,1525,15,1525,The service also comes at no expense to the taxpayers.,10
2004,15644,15,1525,15,1525,"Unauthorized and unwelcome email, commonly known as spam, interferes with efficient and effective business and family communications.",17
2004,15645,15,1525,15,1525,We support efforts to address this growing problem.,8
2004,15646,15,1525,15,1525,Identity theft is one of the fastest growing financial crimes in our nation.,13
2004,15647,15,1525,15,1525,"Last year alone, nearly 10 million Americans had their identities stolen by criminals who robbed them and the nationí´s businesses of nearly $50 billion through fraudulent transactions.",27
2004,15648,15,1525,15,1525,The crime of identity theft undermines the basic trust on which our economy depends.,14
2004,15649,15,1525,15,1525,"And like other forms of stealing, identity theft leaves the victim poorer and feeling terribly violated.",16
2004,15650,15,1525,15,1525,"We praise President Bush and Republicans in Congress for passing the Fair and Accurate Credit Transactions Act, which established a national system of fraud detection so that identity thieves can be stopped before they run up tens of thousands of dollars in illegal purchases.",44
2004,15651,15,1525,15,1525,"Thanks to this law, victims can make one phone call to report the crime to alert all three major credit rating agencies and to protect their credit ratings.",28
2004,15652,15,1525,15,1525,"We further praise President Bush and Republicans in Congress for passing the Identity Theft Penalty Enhancement Act, which provides a real deterrent by toughening the prison sentences for those who use identity theft to commit other crimes, including terrorism.",39
2004,15653,15,1525,15,1525,It reflects our governmentí´s resolve to answer serious offenses with serious penalties.,12
2004,15654,15,1525,15,1525,And we praise President Bush for the broader effort he has waged to prevent identity theft.,16
2004,15655,15,1525,15,1525,"The U.S. Postal Inspection Service, the FBI, and Secret Service are working with local and state officials to crack down on the criminal networks that are responsible for much of the identity theft that occurs in America.",37
2004,15656,15,1525,15,1525,"The Federal Trade Commission is training local law enforcement in the detection of identity theft and has set up the ID Theft Data Clearinghouse, which keeps track of complaints across the country and provides those records to prosecutors seeking to take down organized identity theft rings.",46
2004,15657,6,602,6,602,"As stated earlier, we applaud efforts to promote school choice initiatives that give parents more control over their childrení´s education.",20
2004,15658,6,602,6,602,"By the same token, we defend the option for home schooling and call for vigilant enforcement of laws designed to protect family rights and privacy in education.",27
2004,15659,6,602,6,602,Children should not be compelled to answer offensive or intrusive questionnaires.,11
2004,15660,2,207,2,207,We will continue to work for the return of voluntary school prayer to our schools and will strongly enforce the Republican legislation that guarantees equal access to school facilities by student religious groups.,33
2004,15661,2,207,2,207,We strongly support voluntary student-initiated prayer in school without governmental interference.,11
2004,15662,2,207,2,207,We strongly disagree with the Supreme Courtí´s rulings against student-initiated prayer.,11
2004,15663,2,207,2,207,"The Republican Party shares the position of the United States Supreme Court in Miller v. California, 413 U.S. 15 (1973), that obscene material is íÍunprotected by the first amendmentíñ (413 U.S. at 23) and that íÍto equate the free and robust exchange of ideas and political debate with commercial exploitation of obscene material demeans the grand conception of the first amendment and its high purposes in the historic struggle for freedom.íñ Miller, 413 U.S. at 34.",76
2004,15664,2,207,2,207,We therefore support vigorous prosecution of obscene material by the U.S. Department of Justice.,14
2004,15665,12,1207,12,1207,"We applaud the Congress for passing, and the President for signing, the Protect Act.",14
2004,15666,12,1207,12,1207,"As the President said, this law íÍwill greatly assist law enforcement in tracking criminals who would harm our children, and will greatly help in rescuing the youngest victims of crime.íñ",30
2004,15667,12,1207,12,1207,The law formally established a national Amber Alert coordinator in the Department of Justice to help facilitate efforts to find missing children.,22
2004,15668,12,1207,12,1207,"It also added important tools to fight child exploitation by making obscene images of children, even those created with computer technology, illegal.",22
2004,15669,12,1207,12,1207,"We agree that strengthening the laws against child abuse will protect our children, help preserve the family structure, and promote a healthy environment in which our children can groW.",29
2004,15670,12,1207,12,1207,"With ever more children accessing material over the Internet, we support efforts to bolster online protections that prevent children from being exposed to pornographic images and solicitations.",27
2004,15671,12,1207,12,1207,And we applaud public and private efforts to create online safe areas for children.,14
2004,15672,12,1207,12,1207,"We praise President Bush and Congressional Republicans for their leadership in passing the Dot Kids Implementation and Efficiency Act, which created a secure domain on the Internet where parents know that it is safe for their children to learn and play and explore.",43
2004,15673,12,1208,12,1208,"We strongly support President Bushí´s call for a Constitutional amendment that fully protects marriage, and we believe that neither federal nor state judges nor bureaucrats should force states to recognize other living arrangements as equivalent to marriage.",37
2004,15674,12,1208,12,1208,"We believe, and the social science confirms, that the well-being of children is best accomplished in the environment of the home, nurtured by their mother and father anchored by the bonds of marriage.",33
2004,15675,12,1208,12,1208,We further believe that legal recognition and the accompanying benefits afforded couples should be preserved for that unique and special union of one man and one woman which has historically been called marriage.,33
2004,15676,12,1208,12,1208,"After more than two centuries of American jurisprudence, and millennia of human experience, a few judges and local authorities are presuming to change the most fundamental institution of civilization, the union of a man and a woman in marriage.",39
2004,15677,12,1208,12,1208,"Attempts to redefine marriage in a single state or city could have serious consequences throughout the country, and anything less than a Constitutional amendment, passed by the Congress and ratified by the states, is vulnerable to being overturned by activist judges.",41
2004,15678,12,1208,12,1208,"On a matter of such importance, the voice of the people must be heard.",14
2004,15679,12,1208,12,1208,The Constitutional amendment process guarantees that the final decision will rest with the American people and their elected representatives.,19
2004,15680,12,1208,12,1208,"President Bush will also vigorously defend the Defense of Marriage Act, which was supported by both parties and passed by 85 votes in the Senate.",25
2004,15681,12,1208,12,1208,This common sense law reaffirms the right of states not to recognize same-sex marriages licensed in other states.,18
2004,15682,12,1208,12,1208,"President Bush said, íÍWe will not stand for judges who undermine democracy by legislating from the bench and try to remake America by court order.íñ",25
2004,15683,12,1208,12,1208,"The Republican House of Representatives has responded to this challenge by passing H.R. 3313, a bill to withdraw jurisdiction from the federal courts over the Defense of Marriage Act.",29
2004,15684,12,1208,12,1208,"We urge Congress to use its Article III power to enact this into law, so that activist federal judges cannot force 49 other states to approve and recognize Massachusettsí´ attempt to redefine marriage.",33
2004,15685,2,208,2,208,"As a country, we must keep our pledge to the first guarantee of the Declaration of Independence.",17
2004,15686,2,208,2,208,That is why we say the unborn child has a fundamental individual right to life which cannot be infringed.,19
2004,15687,2,208,2,208,We support a human life amendment to the Constitution and we endorse legislation to make it clear that the Fourteenth Amendmentí´s protections apply to unborn children.,26
2004,15690,2,208,2,208,We support the appointment of judges who respect traditional family values and the sanctity of innocent human life.,18
2004,15691,2,208,2,208,"Our goal is to ensure that women with problem pregnancies have the kind of support, material and otherwise, they need for themselves and for their babies, not to be punitive towards those for whose difficult situation we have only compassion.",40
2004,15694,2,208,2,208,We join the President in supporting crisis pregnancy programs and parental notification laws.,13
2004,15695,3,332,3,332,And we applaud President Bush for allowing states to extend health care coverage to unborn children.,16
2004,15696,3,332,3,332,We praise the President for his bold leadership in defense of life.,12
2004,15697,3,332,3,332,We praise him for signing the Born Alive Infants Protection Act.,11
2004,15698,3,332,3,332,This important legislation ensures that every infant born alive í including an infant who survives an abortion procedure í is considered a person under federal laW.,26
2004,15702,2,208,2,208,"Every person, however frail or vulnerable, has a place and a purpose in this world.íñ",15
2004,15703,2,208,2,208,We affirm the inherent dignity and worth of all people.,10
2004,15704,2,205,2,205,"We oppose the non-consensual withholding of care or treatment because of disability, age, or infirmity, just as we oppose euthanasia and assisted suicide, which especially endanger the poor and those on the margins of society.",35
2004,15705,3,334,3,334,We support President Bushí´s decision to restore the Drug Enforcement Administrationí´s policy that controlled substances shall not be used for assisted suicide.,22
2004,15706,3,334,3,334,We applaud Congressional Republicans for their leadership against those abuses and their pioneering legislation to focus research and treatment resources on the alleviation of pain and the care of terminally ill patients.,32
2004,15707,-555,-555,0,-555,"SUMMARY AND CALL TO ACTION For 150 years, our Party has found its purpose in its principles.",17
2004,15708,-555,-555,0,-555,We confront big challenges instead of passing them on to future generations.,12
2004,15709,-555,-555,0,-555,We move forward with needed reforms to make the government work better for citizens.,14
2004,15710,-555,-555,0,-555,"We fight important battles and champion freedom because by expanding liberty, we make our nation more secure.",17
2004,15711,-555,-555,0,-555,"This is the choice the American people face í moving forward or looking back, reforming government or settling for the status quo, producing results or playing politics.",27
2004,15712,-555,-555,0,-555,"As Republicans, we know who we are and what we believe.",11
2004,15713,-555,-555,0,-555,"As the Party of the open door, while steadfast in our commitment to our ideals, we respect and accept that members of our Party can have deeply held and sometimes differing views.",32
2004,15714,-555,-555,0,-555,"This diversity is a source of strength, not a sign of weakness, and so we welcome into our ranks all who may hold differing positions.",25
2004,15715,-555,-555,0,-555,"We commit to resolve our differences with civility, trust, and mutual respect, and to affirm the common goals and beliefs that unite us.",23
2004,15716,2,200,2,200,"As the Party of Lincoln, we stand for freedom.",9
2004,15717,12,1208,12,1208,"We stand for the freedom of families and individuals to have good schools, good health care, and affordable housing and services.",21
2004,15718,1,100,1,100,We stand for the freedom that comes with a good paying job in a growing economy.,16
2004,15719,2,200,2,200,"We stand for the freedom and dignity of every human life, in every stage of life.",16
2004,15720,-555,-555,0,-555,We know that freedom is not Americaí´s gift to the world;,11
2004,15721,-555,-555,0,-555,"freedom is the Almightyí´s gift to every man, woman, and child in the world.",14
2004,15722,19,1927,19,1927,And we stand for a hopeful tomorrow that will come from total and complete victory in the War on Terror.,20
2004,15723,-555,-555,0,-555,These are values worthy of a great nation.,8
2004,15724,-555,-555,0,-555,And they are values worth fighting for.,7
2004,15725,-555,-555,0,-555,That is exactly what President George W. Bush continues to do.,11
2004,15726,16,1600,16,1600,"He is protecting us from danger by being prepared, strong, and steadfast.",12
2004,15727,16,1600,16,1600,Vigilance is never easy.,4
2004,15728,16,1600,16,1600,"But it is always essential, now more than ever.",9
2004,15729,-555,-555,0,-555,George W. Bush has done the hard work and made the hard choices required of an American President in challenging times.,21
2004,15730,-555,-555,0,-555,"Because of his leadership, we are strong.",7
2004,15731,-555,-555,0,-555,"Because of his vision, we will be even stronger.",9
2004,15732,-555,-555,0,-555,That is the pledge of this platform í and the promise of this convention.,14
2004,15733,-555,-555,0,-555,"REPORTED BY FULL COMMITTEE August 26, 2004 Jacob K. Javits Convention Center New York, New York THE PLATFORM COMMITTEE Republican National Committee Chairman Ed Gillespie Chairman Senate Majority Leader Bill Frist, M.D. Co-Chairs Governor Bill Owens Representative Melissa Hart SUBCOMMITTEE CHAIRS Winning the War on Terror Bill Owens Joe Acinapura Ushering in an Ownership Era Janet Creighton Paul Harris Building an Innovative, Globally Competitive Economy Phil English Beth Harwell Strengthening our Communities Melissa Hart Eric Tanenblatt Protecting our Families Haley Barbour Ann Wagner COMMITTEE MEMBERS ALABAMA Linda Maynor J.T. Jabo Waggoner ALASKA Jonathon Lack Gloria Shriver AMERICAN SAMOA Tautai Fa'alevao Sa'eu Scanlan ARIZONA Michael Andrews Shiree Verdone ARKANSAS Jonathan Barnett Anne Britton CALIFORNIA Araceli Gonzalez Timothy LeFever COLORADO Lilly Nunez Bill Owens CONNECTICUT John Frey Patricia Longo DELAWARE Elizabeth Field Patrick Murray DISTRICT OF COLUMBIA William Evans Betsy Werronen FLORIDA Sharon Day J. Allison DeFoor GEORGIA Linda Herren Eric Tanenblatt GUAM Joanne Brown Fred Castro HAWAII Willes Lee Janice Pechauer IDAHO Thomas Luna Karen McGee ILLINOIS Maureen Murphy Harold Smith INDIANA James Bopp Judith Singleton IOWA Paula Dierenfeld Morris Hurd KANSAS Stephen Cloud June Cooper KENTUCKY Karen Engle G. Hunter Bates LOUISIANA Russell Pavich Peggy Wilson MAINE Mark Ellis Janet Staples MARYLAND Katja Bullock Louis Pope MASSACHUSETTS William McKinney Amy Speer MICHIGAN Glenn Clark Cynthia Pine MINNESOTA Christopher Georgacas Annette Meeks MISSISSIPPI Haley Barbour Virginia Carlton MISSOURI Mark íÍThoríñ Hearne Ann Wagner MONTANA Erik Iverson Shirley Warehime NEBRASKA Patricia Dorwart Adrian Smith NEVADA Rew Goodenow Bonnie Weber NEW HAMPSHIRE Richard Ashooh Ruth Griffin NEW JERSEY Alex DeCroce Barbara Sobel NEW MEXICO Joseph Carraro Cecilia Levatino NEW YORK Mary Donohue Raymond Meier NORTH CAROLINA Linda Daves Woody White NORTH DAKOTA Curly Haugland Karen Karls OHIO Michael Allen Janet Creighton OKLAHOMA Baren Healey Joy Pittman OREGON Jeff Grossman June Hartley PENNSYLVANIA Philip English Melissa Hart PUERTO RICO Carlos Chardon Miriam Ramirez RHODE ISLAND Bernard Jackvony Patricia Morgan SOUTH CAROLINA Mike Fair Kristin Maguire SOUTH DAKOTA Mary Jean Jensen Ron Schmidt TENNESSEE Bill Frist Beth Harwell TEXAS Cathie Adams Kelly Shackelford UTAH Dannie McConkie Gayle Ruzicka VERMONT Joseph Acinapura Darcie Johnston VIRGIN ISLANDS Samuel Baptiste April Newland VIRGINIA Kate Griffin Paul Harris WASHINGTON Betty Hanes Michael Young WEST VIRGINIA Cindy Frich WISCONSIN Crystal Berg Don Taylor WYOMING William Cubin Diana Vaughan Platform Staff Anne Phelps, Executive Director Ginny Wolfe, Communications Director Jim Neill, Administrative Director Bob Dove, Parliamentarian Alex Vogel, General Counsel Eric Ueland, Special Counselor Rebekah Krimmel, Platform Assistant Anne Marie Falk, Platform Assistant Kate Kobiashvili, Platform Assistant Editorial Staff Ed Walsh Chairmení´s Staff Eric Ueland, Senator Bill Frist, M.D. Sean Duffy, Governor Bill Owens Bill Ries, Representative Melissa Hart Subcommittee Staff Winning the War on Terror Steve Biegun, Clerk Ushering in an Ownership Era Rohit Kumar, Clerk Building an Innovative, Globally Competitive Economy Libby Jarvis, Clerk Strengthening Our Communities Dean Rosen, Clerk Protecting Our Families Bill Wichterman, Clerk Graphic Designer Karen Portik A special thanks to all our volunteers Paid for by the Committee on Arrangements for the 2004 Republican National Convention Not authorized by any candidate or candidate committee. www.gopconvention.com",510
2008,15734,-555,-555,0,-555,"Chairmen's Preamble: This is a platform of enduring principle, not passing convenience íï the product of the most open and transparent process in American political history.",26
2008,15735,19,1900,19,1900,We offer it to our fellow Americans in the assurance that our Republican ideals are those that unify our country: Courage in the face of foreign foes.,27
2008,15736,-555,-555,0,-555,"An optimistic patriotism, driven by a passion for freedom.",9
2008,15737,-555,-555,0,-555,Devotion to the inherent dignity and rights of every person.,10
2008,15738,-555,-555,0,-555,"Faith in the virtues of self-reliance, civic commitment, and concern for one another.",13
2008,15739,2,200,2,200,Distrust of government's interference in people's lives.,7
2008,15740,12,1200,12,1200,Dedication to a rule of law that both protects and preserves liberty.,12
2008,15741,-555,-555,0,-555,We present this platform at an uncertain point in time.,10
2008,15742,16,1619,16,1619,"Our country remains at war and committed to victory, but reckless political forces would imperil that goal and endanger our nation.",21
2008,15743,1,100,1,100,"In the economy and in society at large, it is a time of transformation.",14
2008,15744,-555,-555,0,-555,But the American people will meet these challenges.,8
2008,15745,-555,-555,0,-555,"This platform likewise rests on proven truths and tested wisdom as it looks ahead, both to deal with present challenges and to explore possibilities that may sometimes seem beyond our grasp. .",32
2008,15746,-555,-555,0,-555,"It shows what the American people can accomplish when government respects their rights, conserves their resources, and calls upon their love of country.",23
2008,15747,20,2002,20,2002,It is not a tribute to bigger government,8
2008,15748,-555,-555,0,-555,"Our platform is presented with enthusiasm and confidence in a vision for the future, but also with genuine humility íï humility before God and before a nation of free and independent thinkers.",32
2008,15749,-555,-555,0,-555,"As the party of ideas, rather than a mere coalition of interests, we consider vigorous debate a strength, not a weakness.",21
2008,15750,-555,-555,0,-555,"Indeed, we are a party íï as we are a nation íïof mavericks.",13
2008,15751,-555,-555,0,-555,"Yet we stand united today because we are the one party that speaks to all Americans íï conservatives, moderates, libertarians, independents, and even liberals.",24
2008,15752,-555,-555,0,-555,We welcome all to our deliberations in the firm belief that the principles embodied in this platform will prove to be as compelling and persuasive as they are vital and enduring.,31
2008,15753,-555,-555,0,-555,"We do not fear disagreement, and we do not demand conformity, but we do fight for our principles with confidence that the best ideas will prevail in the end.",29
2008,15754,-555,-555,0,-555,Our party embodies a uniquely American spirit.,7
2008,15755,-555,-555,0,-555,"It is the spirit of independent minds, the conviction that open and honest debate is essential to the freedom we enjoy as Americans.",23
2008,15756,-555,-555,0,-555,This platform is a testament to that freedom and stands as our promise to future generations that we will do whatever it takes to preserve it.,26
2008,15757,-555,-555,0,-555,"It is grounded on our heartfelt belief that our principles, our policies, and our vision will lead our American family, not just through present dangers, but to a horizon of prosperity and liberty mankind has only begun to explore.",39
2008,15758,-555,-555,0,-555,"With gratitude for eight years of honorable service from President George W. Bush and Dick Cheney, the Republican Party now stands united behind new leadership, an American patriot, John McCain.",30
